05/24/2020 22:22:51 - INFO - __main__ -   TRAIN Batch 0000/1314, Loss  211.6870, Recon-Loss  211.3136, KL-Loss    0.3734, KL-Weight  1.000
05/24/2020 22:25:00 - INFO - __main__ -   VALID Batch 0000/105, Loss  137.4826, Recon-Loss  137.3686, KL-Loss    0.1140, KL-Weight  1.000
05/24/2020 22:25:12 - INFO - __main__ -   VALID Batch 0050/105, Loss  135.8385, Recon-Loss  135.5899, KL-Loss    0.2485, KL-Weight  1.000
05/24/2020 22:25:24 - INFO - __main__ -   VALID Batch 0100/105, Loss  101.4116, Recon-Loss  101.2298, KL-Loss    0.1818, KL-Weight  1.000
05/24/2020 22:25:25 - INFO - __main__ -   VALID Batch 0105/105, Loss  102.5831, Recon-Loss  102.3660, KL-Loss    0.2172, KL-Weight  1.000
05/24/2020 22:25:25 - INFO - __main__ -   VALID Epoch 00/10, Mean Negative ELBO  116.7474
05/24/2020 22:25:42 - INFO - __main__ -   TRAIN Batch 0000/1314, Loss  132.3093, Recon-Loss  132.1533, KL-Loss    0.1560, KL-Weight  1.000
05/24/2020 22:25:46 - INFO - __main__ -   TRAIN Batch 0050/1314, Loss  112.6902, Recon-Loss  112.4738, KL-Loss    0.2164, KL-Weight  1.000
05/24/2020 22:25:51 - INFO - __main__ -   TRAIN Batch 0100/1314, Loss  111.1996, Recon-Loss  110.9352, KL-Loss    0.2645, KL-Weight  1.000
05/24/2020 22:25:55 - INFO - __main__ -   TRAIN Batch 0150/1314, Loss  113.7964, Recon-Loss  113.6563, KL-Loss    0.1401, KL-Weight  1.000
05/24/2020 22:25:59 - INFO - __main__ -   TRAIN Batch 0200/1314, Loss   94.3266, Recon-Loss   94.1275, KL-Loss    0.1991, KL-Weight  1.000
05/24/2020 22:26:03 - INFO - __main__ -   TRAIN Batch 0250/1314, Loss  115.7726, Recon-Loss  115.6007, KL-Loss    0.1719, KL-Weight  1.000
05/24/2020 22:26:08 - INFO - __main__ -   TRAIN Batch 0300/1314, Loss  123.9826, Recon-Loss  123.8470, KL-Loss    0.1356, KL-Weight  1.000
05/24/2020 22:26:12 - INFO - __main__ -   TRAIN Batch 0350/1314, Loss   99.8472, Recon-Loss   99.6280, KL-Loss    0.2192, KL-Weight  1.000
05/24/2020 22:26:16 - INFO - __main__ -   TRAIN Batch 0400/1314, Loss  124.0350, Recon-Loss  123.8607, KL-Loss    0.1743, KL-Weight  1.000
05/24/2020 22:26:20 - INFO - __main__ -   TRAIN Batch 0450/1314, Loss  110.3935, Recon-Loss  110.1368, KL-Loss    0.2567, KL-Weight  1.000
05/24/2020 22:26:23 - INFO - __main__ -   TRAIN Batch 0500/1314, Loss  110.0393, Recon-Loss  109.7745, KL-Loss    0.2649, KL-Weight  1.000
05/24/2020 22:26:27 - INFO - __main__ -   TRAIN Batch 0550/1314, Loss  113.0887, Recon-Loss  112.8254, KL-Loss    0.2633, KL-Weight  1.000
05/24/2020 22:26:31 - INFO - __main__ -   TRAIN Batch 0600/1314, Loss  105.2444, Recon-Loss  105.0053, KL-Loss    0.2391, KL-Weight  1.000
05/24/2020 22:26:35 - INFO - __main__ -   TRAIN Batch 0650/1314, Loss  120.0621, Recon-Loss  119.8272, KL-Loss    0.2349, KL-Weight  1.000
05/24/2020 22:26:39 - INFO - __main__ -   TRAIN Batch 0700/1314, Loss  113.3016, Recon-Loss  113.0736, KL-Loss    0.2279, KL-Weight  1.000
05/24/2020 22:26:43 - INFO - __main__ -   TRAIN Batch 0750/1314, Loss  122.5791, Recon-Loss  122.3939, KL-Loss    0.1852, KL-Weight  1.000
05/24/2020 22:26:47 - INFO - __main__ -   TRAIN Batch 0800/1314, Loss  127.7170, Recon-Loss  127.4469, KL-Loss    0.2701, KL-Weight  1.000
05/24/2020 22:26:51 - INFO - __main__ -   TRAIN Batch 0850/1314, Loss  109.6310, Recon-Loss  109.3910, KL-Loss    0.2400, KL-Weight  1.000
05/24/2020 22:26:55 - INFO - __main__ -   TRAIN Batch 0900/1314, Loss   94.3110, Recon-Loss   94.0723, KL-Loss    0.2387, KL-Weight  1.000
05/24/2020 22:27:00 - INFO - __main__ -   TRAIN Batch 0950/1314, Loss  117.5184, Recon-Loss  117.2699, KL-Loss    0.2485, KL-Weight  1.000
05/24/2020 22:27:04 - INFO - __main__ -   TRAIN Batch 1000/1314, Loss  123.1803, Recon-Loss  122.9281, KL-Loss    0.2523, KL-Weight  1.000
05/24/2020 22:27:07 - INFO - __main__ -   TRAIN Batch 1050/1314, Loss  104.3976, Recon-Loss  104.1904, KL-Loss    0.2072, KL-Weight  1.000
05/24/2020 22:27:12 - INFO - __main__ -   TRAIN Batch 1100/1314, Loss  108.1279, Recon-Loss  107.8665, KL-Loss    0.2613, KL-Weight  1.000
05/24/2020 22:27:16 - INFO - __main__ -   TRAIN Batch 1150/1314, Loss  131.7533, Recon-Loss  131.4288, KL-Loss    0.3244, KL-Weight  1.000
05/24/2020 22:27:20 - INFO - __main__ -   TRAIN Batch 1200/1314, Loss  109.3717, Recon-Loss  109.1022, KL-Loss    0.2695, KL-Weight  1.000
05/24/2020 22:27:24 - INFO - __main__ -   TRAIN Batch 1250/1314, Loss  121.4286, Recon-Loss  121.1459, KL-Loss    0.2827, KL-Weight  1.000
05/24/2020 22:27:28 - INFO - __main__ -   TRAIN Batch 1300/1314, Loss  104.8145, Recon-Loss  104.4827, KL-Loss    0.3318, KL-Weight  1.000
05/24/2020 22:27:29 - INFO - __main__ -   TRAIN Batch 1314/1314, Loss   98.1560, Recon-Loss   97.9135, KL-Loss    0.2425, KL-Weight  1.000
05/24/2020 22:27:29 - INFO - __main__ -   TRAIN Epoch 01/10, Mean Negative ELBO  115.9937
05/24/2020 22:27:29 - INFO - __main__ -   Model saved at bin\2020-May-25-05-22-32\E1.pytorch
05/24/2020 22:27:44 - INFO - __main__ -   VALID Batch 0000/105, Loss  133.9328, Recon-Loss  133.7218, KL-Loss    0.2110, KL-Weight  1.000
05/24/2020 22:27:57 - INFO - __main__ -   VALID Batch 0050/105, Loss  128.3585, Recon-Loss  128.0520, KL-Loss    0.3065, KL-Weight  1.000
05/24/2020 22:28:08 - INFO - __main__ -   VALID Batch 0100/105, Loss   97.8174, Recon-Loss   97.6435, KL-Loss    0.1739, KL-Weight  1.000
05/24/2020 22:28:10 - INFO - __main__ -   VALID Batch 0105/105, Loss  100.6212, Recon-Loss  100.3554, KL-Loss    0.2658, KL-Weight  1.000
05/24/2020 22:28:10 - INFO - __main__ -   VALID Epoch 01/10, Mean Negative ELBO  112.2216
05/24/2020 22:28:25 - INFO - __main__ -   TRAIN Batch 0000/1314, Loss  118.9533, Recon-Loss  118.6568, KL-Loss    0.2964, KL-Weight  1.000
05/24/2020 22:28:29 - INFO - __main__ -   TRAIN Batch 0050/1314, Loss  120.3827, Recon-Loss  120.0547, KL-Loss    0.3279, KL-Weight  1.000
05/24/2020 22:28:33 - INFO - __main__ -   TRAIN Batch 0100/1314, Loss  110.4672, Recon-Loss  110.1217, KL-Loss    0.3455, KL-Weight  1.000
05/24/2020 22:28:37 - INFO - __main__ -   TRAIN Batch 0150/1314, Loss  104.3205, Recon-Loss  103.9595, KL-Loss    0.3610, KL-Weight  1.000
05/24/2020 22:28:41 - INFO - __main__ -   TRAIN Batch 0200/1314, Loss   98.1213, Recon-Loss   97.7306, KL-Loss    0.3908, KL-Weight  1.000
05/24/2020 22:28:45 - INFO - __main__ -   TRAIN Batch 0250/1314, Loss   99.7212, Recon-Loss   99.3308, KL-Loss    0.3903, KL-Weight  1.000
05/24/2020 22:28:49 - INFO - __main__ -   TRAIN Batch 0300/1314, Loss  118.4062, Recon-Loss  118.0999, KL-Loss    0.3062, KL-Weight  1.000
05/24/2020 22:28:53 - INFO - __main__ -   TRAIN Batch 0350/1314, Loss  108.7702, Recon-Loss  108.4904, KL-Loss    0.2798, KL-Weight  1.000
05/24/2020 22:28:57 - INFO - __main__ -   TRAIN Batch 0400/1314, Loss  107.4772, Recon-Loss  107.1581, KL-Loss    0.3192, KL-Weight  1.000
05/24/2020 22:29:01 - INFO - __main__ -   TRAIN Batch 0450/1314, Loss   97.2284, Recon-Loss   96.9270, KL-Loss    0.3014, KL-Weight  1.000
05/24/2020 22:29:05 - INFO - __main__ -   TRAIN Batch 0500/1314, Loss  108.7748, Recon-Loss  108.4960, KL-Loss    0.2788, KL-Weight  1.000
05/24/2020 22:29:10 - INFO - __main__ -   TRAIN Batch 0550/1314, Loss  101.7509, Recon-Loss  101.4820, KL-Loss    0.2688, KL-Weight  1.000
05/24/2020 22:29:14 - INFO - __main__ -   TRAIN Batch 0600/1314, Loss   94.5006, Recon-Loss   94.1432, KL-Loss    0.3574, KL-Weight  1.000
05/24/2020 22:29:18 - INFO - __main__ -   TRAIN Batch 0650/1314, Loss  109.2450, Recon-Loss  108.9094, KL-Loss    0.3356, KL-Weight  1.000
05/24/2020 22:29:22 - INFO - __main__ -   TRAIN Batch 0700/1314, Loss  103.6384, Recon-Loss  103.3394, KL-Loss    0.2990, KL-Weight  1.000
05/24/2020 22:29:26 - INFO - __main__ -   TRAIN Batch 0750/1314, Loss   99.8618, Recon-Loss   99.4269, KL-Loss    0.4349, KL-Weight  1.000
05/24/2020 22:29:30 - INFO - __main__ -   TRAIN Batch 0800/1314, Loss   94.7773, Recon-Loss   94.3695, KL-Loss    0.4078, KL-Weight  1.000
05/24/2020 22:29:34 - INFO - __main__ -   TRAIN Batch 0850/1314, Loss  114.7553, Recon-Loss  114.3025, KL-Loss    0.4528, KL-Weight  1.000
05/24/2020 22:29:38 - INFO - __main__ -   TRAIN Batch 0900/1314, Loss  103.9156, Recon-Loss  103.2578, KL-Loss    0.6578, KL-Weight  1.000
05/24/2020 22:29:42 - INFO - __main__ -   TRAIN Batch 0950/1314, Loss  108.1879, Recon-Loss  107.7715, KL-Loss    0.4164, KL-Weight  1.000
05/24/2020 22:29:46 - INFO - __main__ -   TRAIN Batch 1000/1314, Loss  108.6972, Recon-Loss  108.1608, KL-Loss    0.5364, KL-Weight  1.000
05/24/2020 22:29:50 - INFO - __main__ -   TRAIN Batch 1050/1314, Loss  109.0050, Recon-Loss  108.4725, KL-Loss    0.5325, KL-Weight  1.000
05/24/2020 22:29:55 - INFO - __main__ -   TRAIN Batch 1100/1314, Loss  112.3251, Recon-Loss  111.7735, KL-Loss    0.5516, KL-Weight  1.000
05/24/2020 22:30:00 - INFO - __main__ -   TRAIN Batch 1150/1314, Loss  104.6200, Recon-Loss  104.2038, KL-Loss    0.4162, KL-Weight  1.000
05/24/2020 22:30:06 - INFO - __main__ -   TRAIN Batch 1200/1314, Loss   96.5991, Recon-Loss   96.1163, KL-Loss    0.4828, KL-Weight  1.000
05/24/2020 22:30:11 - INFO - __main__ -   TRAIN Batch 1250/1314, Loss  124.6645, Recon-Loss  124.0870, KL-Loss    0.5775, KL-Weight  1.000
05/24/2020 22:30:16 - INFO - __main__ -   TRAIN Batch 1300/1314, Loss  115.6190, Recon-Loss  115.0638, KL-Loss    0.5553, KL-Weight  1.000
05/24/2020 22:30:17 - INFO - __main__ -   TRAIN Batch 1314/1314, Loss  119.9917, Recon-Loss  119.5228, KL-Loss    0.4689, KL-Weight  1.000
05/24/2020 22:30:17 - INFO - __main__ -   TRAIN Epoch 02/10, Mean Negative ELBO  110.8652
05/24/2020 22:30:17 - INFO - __main__ -   Model saved at bin\2020-May-25-05-22-32\E2.pytorch
05/24/2020 22:30:30 - INFO - __main__ -   VALID Batch 0000/105, Loss  132.7251, Recon-Loss  132.2580, KL-Loss    0.4670, KL-Weight  1.000
05/24/2020 22:30:42 - INFO - __main__ -   VALID Batch 0050/105, Loss  124.5350, Recon-Loss  123.9135, KL-Loss    0.6215, KL-Weight  1.000
05/24/2020 22:30:55 - INFO - __main__ -   VALID Batch 0100/105, Loss   95.5276, Recon-Loss   95.1628, KL-Loss    0.3648, KL-Weight  1.000
05/24/2020 22:30:56 - INFO - __main__ -   VALID Batch 0105/105, Loss  100.6822, Recon-Loss  100.2468, KL-Loss    0.4354, KL-Weight  1.000
05/24/2020 22:30:56 - INFO - __main__ -   VALID Epoch 02/10, Mean Negative ELBO  110.1333
05/24/2020 22:31:13 - INFO - __main__ -   TRAIN Batch 0000/1314, Loss  107.5544, Recon-Loss  107.0645, KL-Loss    0.4899, KL-Weight  1.000
05/24/2020 22:31:17 - INFO - __main__ -   TRAIN Batch 0050/1314, Loss  116.4298, Recon-Loss  115.9219, KL-Loss    0.5079, KL-Weight  1.000
05/24/2020 22:31:22 - INFO - __main__ -   TRAIN Batch 0100/1314, Loss  108.5074, Recon-Loss  107.9686, KL-Loss    0.5388, KL-Weight  1.000
05/24/2020 22:31:26 - INFO - __main__ -   TRAIN Batch 0150/1314, Loss  103.3637, Recon-Loss  102.8392, KL-Loss    0.5245, KL-Weight  1.000
05/24/2020 22:31:30 - INFO - __main__ -   TRAIN Batch 0200/1314, Loss   98.9220, Recon-Loss   98.3492, KL-Loss    0.5729, KL-Weight  1.000
05/24/2020 22:31:34 - INFO - __main__ -   TRAIN Batch 0250/1314, Loss  107.0425, Recon-Loss  106.3698, KL-Loss    0.6727, KL-Weight  1.000
05/24/2020 22:31:39 - INFO - __main__ -   TRAIN Batch 0300/1314, Loss  111.3172, Recon-Loss  110.6930, KL-Loss    0.6242, KL-Weight  1.000
05/24/2020 22:31:43 - INFO - __main__ -   TRAIN Batch 0350/1314, Loss  109.1475, Recon-Loss  108.6156, KL-Loss    0.5319, KL-Weight  1.000
05/24/2020 22:31:47 - INFO - __main__ -   TRAIN Batch 0400/1314, Loss   98.9047, Recon-Loss   98.3012, KL-Loss    0.6036, KL-Weight  1.000
05/24/2020 22:31:51 - INFO - __main__ -   TRAIN Batch 0450/1314, Loss  112.5934, Recon-Loss  111.8990, KL-Loss    0.6944, KL-Weight  1.000
05/24/2020 22:31:55 - INFO - __main__ -   TRAIN Batch 0500/1314, Loss  120.1666, Recon-Loss  119.4567, KL-Loss    0.7100, KL-Weight  1.000
05/24/2020 22:31:59 - INFO - __main__ -   TRAIN Batch 0550/1314, Loss  114.1008, Recon-Loss  113.3146, KL-Loss    0.7862, KL-Weight  1.000
05/24/2020 22:32:03 - INFO - __main__ -   TRAIN Batch 0600/1314, Loss  109.3453, Recon-Loss  108.7515, KL-Loss    0.5938, KL-Weight  1.000
05/24/2020 22:32:07 - INFO - __main__ -   TRAIN Batch 0650/1314, Loss  118.0515, Recon-Loss  117.4230, KL-Loss    0.6285, KL-Weight  1.000
05/24/2020 22:32:11 - INFO - __main__ -   TRAIN Batch 0700/1314, Loss  117.9430, Recon-Loss  117.2893, KL-Loss    0.6537, KL-Weight  1.000
05/24/2020 22:32:15 - INFO - __main__ -   TRAIN Batch 0750/1314, Loss  106.4534, Recon-Loss  105.8917, KL-Loss    0.5617, KL-Weight  1.000
05/24/2020 22:32:19 - INFO - __main__ -   TRAIN Batch 0800/1314, Loss  114.8777, Recon-Loss  114.2133, KL-Loss    0.6644, KL-Weight  1.000
05/24/2020 22:32:23 - INFO - __main__ -   TRAIN Batch 0850/1314, Loss  104.5665, Recon-Loss  103.9928, KL-Loss    0.5737, KL-Weight  1.000
05/24/2020 22:32:28 - INFO - __main__ -   TRAIN Batch 0900/1314, Loss  113.9534, Recon-Loss  113.3405, KL-Loss    0.6130, KL-Weight  1.000
05/24/2020 22:32:32 - INFO - __main__ -   TRAIN Batch 0950/1314, Loss  111.4022, Recon-Loss  110.7247, KL-Loss    0.6775, KL-Weight  1.000
05/24/2020 22:32:36 - INFO - __main__ -   TRAIN Batch 1000/1314, Loss  104.4017, Recon-Loss  103.7770, KL-Loss    0.6248, KL-Weight  1.000
05/24/2020 22:32:41 - INFO - __main__ -   TRAIN Batch 1050/1314, Loss  111.1027, Recon-Loss  110.4556, KL-Loss    0.6471, KL-Weight  1.000
05/24/2020 22:32:44 - INFO - __main__ -   TRAIN Batch 1100/1314, Loss  113.1940, Recon-Loss  112.4454, KL-Loss    0.7486, KL-Weight  1.000
05/24/2020 22:32:48 - INFO - __main__ -   TRAIN Batch 1150/1314, Loss  108.7313, Recon-Loss  108.0014, KL-Loss    0.7299, KL-Weight  1.000
05/24/2020 22:32:52 - INFO - __main__ -   TRAIN Batch 1200/1314, Loss  104.9422, Recon-Loss  104.4778, KL-Loss    0.4644, KL-Weight  1.000
05/24/2020 22:32:56 - INFO - __main__ -   TRAIN Batch 1250/1314, Loss  100.5756, Recon-Loss   99.8697, KL-Loss    0.7059, KL-Weight  1.000
05/24/2020 22:33:00 - INFO - __main__ -   TRAIN Batch 1300/1314, Loss  112.0224, Recon-Loss  111.3391, KL-Loss    0.6834, KL-Weight  1.000
05/24/2020 22:33:01 - INFO - __main__ -   TRAIN Batch 1314/1314, Loss   95.8671, Recon-Loss   95.3520, KL-Loss    0.5150, KL-Weight  1.000
05/24/2020 22:33:01 - INFO - __main__ -   TRAIN Epoch 03/10, Mean Negative ELBO  107.3994
05/24/2020 22:33:02 - INFO - __main__ -   Model saved at bin\2020-May-25-05-22-32\E3.pytorch
05/24/2020 22:33:14 - INFO - __main__ -   VALID Batch 0000/105, Loss  133.0594, Recon-Loss  132.5499, KL-Loss    0.5094, KL-Weight  1.000
05/24/2020 22:33:24 - INFO - __main__ -   VALID Batch 0050/105, Loss  122.2863, Recon-Loss  121.5102, KL-Loss    0.7760, KL-Weight  1.000
05/24/2020 22:33:35 - INFO - __main__ -   VALID Batch 0100/105, Loss   94.3556, Recon-Loss   93.8345, KL-Loss    0.5211, KL-Weight  1.000
05/24/2020 22:33:36 - INFO - __main__ -   VALID Batch 0105/105, Loss   99.7141, Recon-Loss   99.2330, KL-Loss    0.4811, KL-Weight  1.000
05/24/2020 22:33:36 - INFO - __main__ -   VALID Epoch 03/10, Mean Negative ELBO  109.1214
05/24/2020 22:33:51 - INFO - __main__ -   TRAIN Batch 0000/1314, Loss  107.5524, Recon-Loss  106.8434, KL-Loss    0.7090, KL-Weight  1.000
05/24/2020 22:33:55 - INFO - __main__ -   TRAIN Batch 0050/1314, Loss  105.5830, Recon-Loss  104.9137, KL-Loss    0.6693, KL-Weight  1.000
05/24/2020 22:34:00 - INFO - __main__ -   TRAIN Batch 0100/1314, Loss   90.6721, Recon-Loss   89.9603, KL-Loss    0.7117, KL-Weight  1.000
05/24/2020 22:34:04 - INFO - __main__ -   TRAIN Batch 0150/1314, Loss   94.7214, Recon-Loss   94.0563, KL-Loss    0.6651, KL-Weight  1.000
05/24/2020 22:34:08 - INFO - __main__ -   TRAIN Batch 0200/1314, Loss  105.1251, Recon-Loss  104.4547, KL-Loss    0.6703, KL-Weight  1.000
05/24/2020 22:34:12 - INFO - __main__ -   TRAIN Batch 0250/1314, Loss   90.0126, Recon-Loss   89.4431, KL-Loss    0.5695, KL-Weight  1.000
05/24/2020 22:34:16 - INFO - __main__ -   TRAIN Batch 0300/1314, Loss  108.2788, Recon-Loss  107.6274, KL-Loss    0.6514, KL-Weight  1.000
05/24/2020 22:34:20 - INFO - __main__ -   TRAIN Batch 0350/1314, Loss   99.6335, Recon-Loss   99.1045, KL-Loss    0.5291, KL-Weight  1.000
05/24/2020 22:34:24 - INFO - __main__ -   TRAIN Batch 0400/1314, Loss  109.7057, Recon-Loss  109.1054, KL-Loss    0.6004, KL-Weight  1.000
05/24/2020 22:34:28 - INFO - __main__ -   TRAIN Batch 0450/1314, Loss  106.1746, Recon-Loss  105.3075, KL-Loss    0.8671, KL-Weight  1.000
05/24/2020 22:34:32 - INFO - __main__ -   TRAIN Batch 0500/1314, Loss  102.0012, Recon-Loss  101.2715, KL-Loss    0.7298, KL-Weight  1.000
05/24/2020 22:34:37 - INFO - __main__ -   TRAIN Batch 0550/1314, Loss  104.6312, Recon-Loss  103.9838, KL-Loss    0.6474, KL-Weight  1.000
05/24/2020 22:34:42 - INFO - __main__ -   TRAIN Batch 0600/1314, Loss  103.3894, Recon-Loss  102.6430, KL-Loss    0.7464, KL-Weight  1.000
05/24/2020 22:34:46 - INFO - __main__ -   TRAIN Batch 0650/1314, Loss  103.8651, Recon-Loss  103.1953, KL-Loss    0.6698, KL-Weight  1.000
05/24/2020 22:34:50 - INFO - __main__ -   TRAIN Batch 0700/1314, Loss  108.4582, Recon-Loss  107.6013, KL-Loss    0.8569, KL-Weight  1.000
05/24/2020 22:34:54 - INFO - __main__ -   TRAIN Batch 0750/1314, Loss  106.3559, Recon-Loss  105.7551, KL-Loss    0.6009, KL-Weight  1.000
05/24/2020 22:34:58 - INFO - __main__ -   TRAIN Batch 0800/1314, Loss  104.4625, Recon-Loss  103.7435, KL-Loss    0.7190, KL-Weight  1.000
05/24/2020 22:35:03 - INFO - __main__ -   TRAIN Batch 0850/1314, Loss  110.1733, Recon-Loss  109.6400, KL-Loss    0.5333, KL-Weight  1.000
05/24/2020 22:35:07 - INFO - __main__ -   TRAIN Batch 0900/1314, Loss   98.8840, Recon-Loss   98.2665, KL-Loss    0.6175, KL-Weight  1.000
05/24/2020 22:35:12 - INFO - __main__ -   TRAIN Batch 0950/1314, Loss  111.8467, Recon-Loss  111.2166, KL-Loss    0.6301, KL-Weight  1.000
05/24/2020 22:35:17 - INFO - __main__ -   TRAIN Batch 1000/1314, Loss  105.6379, Recon-Loss  104.8568, KL-Loss    0.7811, KL-Weight  1.000
05/24/2020 22:35:21 - INFO - __main__ -   TRAIN Batch 1050/1314, Loss  122.1528, Recon-Loss  121.4022, KL-Loss    0.7506, KL-Weight  1.000
05/24/2020 22:35:25 - INFO - __main__ -   TRAIN Batch 1100/1314, Loss  109.7315, Recon-Loss  109.0568, KL-Loss    0.6747, KL-Weight  1.000
05/24/2020 22:35:30 - INFO - __main__ -   TRAIN Batch 1150/1314, Loss   99.0597, Recon-Loss   98.2256, KL-Loss    0.8341, KL-Weight  1.000
05/24/2020 22:35:35 - INFO - __main__ -   TRAIN Batch 1200/1314, Loss  100.5074, Recon-Loss   99.8353, KL-Loss    0.6721, KL-Weight  1.000
05/24/2020 22:35:39 - INFO - __main__ -   TRAIN Batch 1250/1314, Loss  109.5631, Recon-Loss  108.5427, KL-Loss    1.0204, KL-Weight  1.000
05/24/2020 22:35:43 - INFO - __main__ -   TRAIN Batch 1300/1314, Loss   91.3759, Recon-Loss   90.6885, KL-Loss    0.6875, KL-Weight  1.000
05/24/2020 22:35:44 - INFO - __main__ -   TRAIN Batch 1314/1314, Loss   96.5064, Recon-Loss   95.7498, KL-Loss    0.7566, KL-Weight  1.000
05/24/2020 22:35:44 - INFO - __main__ -   TRAIN Epoch 04/10, Mean Negative ELBO  104.7786
05/24/2020 22:35:44 - INFO - __main__ -   Model saved at bin\2020-May-25-05-22-32\E4.pytorch
05/24/2020 22:35:56 - INFO - __main__ -   VALID Batch 0000/105, Loss  132.2178, Recon-Loss  131.6123, KL-Loss    0.6055, KL-Weight  1.000
